"lang"
{
"Language"	"spanish"
"Tokens"
{
"HTTPError_ZeroLengthFile"	"Archivo de longitud cero"
"[english]HTTPError_ZeroLengthFile"	"Zero length file"
"HTTPError_ConnectionClosed"	"Conexión cerrada"
"[english]HTTPError_ConnectionClosed"	"Connection closed"
"HTTPError_InvalidURL"	"URL no válida"
"[english]HTTPError_InvalidURL"	"Invalid URL"
"HTTPError_InvalidProtocol"	"Protocolo no válido"
"[english]HTTPError_InvalidProtocol"	"Invalid protocol"
"HTTPError_CantBindSocket"	"No se pudo asociar el socket"
"[english]HTTPError_CantBindSocket"	"Couldn't bind socket"
"HTTPError_CantConnect"	"No se ha podido establecer conexión"
"[english]HTTPError_CantConnect"	"Couldn't connect"
"HTTPError_NoHeaders"	"No hay encabezamientos"
"[english]HTTPError_NoHeaders"	"No headers"
"HTTPError_NonExistent"	"Archivo inexistente"
"[english]HTTPError_NonExistent"	"Non-existent file"
"HTTPError_Unknown"	"Error desconocido"
"[english]HTTPError_Unknown"	"Unknown error"
"Replay_SaveReplay"	"Guardar grabación de tu vida actual o anterior"
"[english]Replay_SaveReplay"	"Save a replay of your current or last life"
"Replay_freezecam_replay"	"[%s1] ¡Crear una grabación!"
"[english]Replay_freezecam_replay"	"[%s1] Create a replay!"
"Replay_Saving"	"Guardando"
"[english]Replay_Saving"	"Saving"
"Replay_Yes"	"Sí"
"[english]Replay_Yes"	"Yes"
"Replay_No"	"No"
"[english]Replay_No"	"No"
"Replay_Download"	"Descargar"
"[english]Replay_Download"	"Download"
"Replay_Delete"	"Eliminar"
"[english]Replay_Delete"	"Delete"
"Replay_Save"	"Guardar"
"[english]Replay_Save"	"Save"
"Replay_NameYourReplay"	"NOMBRE DE TU GRABACIÓN"
"[english]Replay_NameYourReplay"	"NAME YOUR REPLAY"
"Replay_Untitled"	"Sin título %s1"
"[english]Replay_Untitled"	"Untitled %s1"
"Replay_EnterYourName"	"Introduce un nombre aquí para identificar esta grabación más tarde."
"[english]Replay_EnterYourName"	"Enter a name here to help you identify this Replay later."
"Replay_StartDownloadAuto"	"Empezar la descarga automáticamente cuando el archivo de grabación esté disponible en el servidor."
"[english]Replay_StartDownloadAuto"	"Start download automatically when Replay file is available on server."
"Replay_NeverShowAgain"	"No volver a mostrar esto."
"[english]Replay_NeverShowAgain"	"Never show this again!"
"Replay_NameYourTake"	"NOMBRE DE TU TOMA"
"[english]Replay_NameYourTake"	"NAME YOUR TAKE"
"Replay_NameFinePrint"	"Introduce un nombre aquí para identificar esta toma más tarde."
"[english]Replay_NameFinePrint"	"Enter a name here to help you identify this take later."
"Replay_Discard"	"X DESCARTAR"
"[english]Replay_Discard"	"X DISCARD"
"Replay_SavePerformance"	"GUARDAR"
"[english]Replay_SavePerformance"	"SAVE"
"Replay_GotoTickTitle"	"Ir a"
"[english]Replay_GotoTickTitle"	"Jump to Time"
"Replay_GotoTickRewindText"	"¿Retroceder hasta %time%? La grabación tardará un momento en rebobinarse."
"[english]Replay_GotoTickRewindText"	"Jump back to %time%? It will take a moment to rewind the replay."
"Replay_GotoTickFastForwardText"	"¿Avanzar hasta %time%?"
"[english]Replay_GotoTickFastForwardText"	"Jump forward to %time%?"
"Replay_DiscardTitle"	"¿Descartar cambios?"
"[english]Replay_DiscardTitle"	"Discard changes?"
"Replay_DiscardChanges"	"Hay cambios sin guardar. ¿Descartar?\n\nNOTA: puedes guardar pulsando el botón del menú en la esquina superior izquierda y seleccionando GUARDAR o GUARDAR COMO."
"[english]Replay_DiscardChanges"	"You have unsaved changes.  Discard?\n\nNOTE: You can save by clicking the menu button in the top left and selecting SAVE or SAVE AS."
"Replay_ExitEditorTitle"	"¿Has acabado?"
"[english]Replay_ExitEditorTitle"	"DONE?"
"Replay_BackToReplays"	"Esto te llevará de vuelta a tus grabaciones."
"[english]Replay_BackToReplays"	"This will take you back to your replays."
"ReplayBrowserDlg_Downloaded"	"Descargado"
"[english]ReplayBrowserDlg_Downloaded"	"Downloaded"
"ReplayBrowserDlg_Rendered"	"Renderizado"
"[english]ReplayBrowserDlg_Rendered"	"Rendered"
"ReplayBrowserDlg_Deletion"	"Tiempo Restante"
"[english]ReplayBrowserDlg_Deletion"	"Time Remaining"
"ReplayBrowserDlg_Filename"	"Nombre de archivo"
"[english]ReplayBrowserDlg_Filename"	"Filename"
"ReplayBrowserDlg_Map"	"Mapa"
"[english]ReplayBrowserDlg_Map"	"Map"
"ReplayBrowserDlg_Server"	"Servidor"
"[english]ReplayBrowserDlg_Server"	"Server"
"ReplayBrowserDlg_RecordTime"	"Grabado"
"[english]ReplayBrowserDlg_RecordTime"	"Recorded"
"ReplayBrowserDlg_Length"	"Duración"
"[english]ReplayBrowserDlg_Length"	"Length"
"ReplayBrowserDlg_Size"	"Tamaño (MB)"
"[english]ReplayBrowserDlg_Size"	"Size (MB)"
"ReplayBrowserDlg_NoDemos"	"No hay demos que reproducir."
"[english]ReplayBrowserDlg_NoDemos"	"No demos to display."
"ReplayBrowserDlg_ShowAll"	"Mostrar Todas"
"[english]ReplayBrowserDlg_ShowAll"	"Show All"
"ReplayBrowserDlg_XMoreReplays"	"¡%s1 más!"
"[english]ReplayBrowserDlg_XMoreReplays"	"%s1 more!"
"Replay_MyReplays"	"GRABACIONES"
"[english]Replay_MyReplays"	"REPLAYS"
"Replay_Replay"	"GRABACIONES"
"[english]Replay_Replay"	"REPLAYS"
"Replay_ReplayMsgTitle"	"GRABACIÓN"
"[english]Replay_ReplayMsgTitle"	"REPLAY"
"Replay_Connecting"	"CONECTANDO"
"[english]Replay_Connecting"	"CONNECTING"
"Replay_RecordingInProgress"	"GRABACIÓN EN CURSO"
"[english]Replay_RecordingInProgress"	"RECORDING IN PROGRESS"
"Replay_Error"	"ERROR"
"[english]Replay_Error"	"ERROR"
"Replay_CantExport"	"NO SE PUEDE EXPORTAR"
"[english]Replay_CantExport"	"CAN'T EXPORT"
"Replay_CantUpload"	"NO SE PUEDE SUBIR"
"[english]Replay_CantUpload"	"CAN'T UPLOAD"
"Replay_Downloading"	"DESCARGANDO"
"[english]Replay_Downloading"	"DOWNLOADING"
"Replay_Waiting"	"ESPERANDO"
"[english]Replay_Waiting"	"WAITING"
"Replay_UnrenderedReplays"	"GRABACIONES TEMPORALES (%s1) :"
"[english]Replay_UnrenderedReplays"	"TEMPORARY REPLAYS (%s1) :"
"Replay_SavedMovies"	"VÍDEOS GUARDADOS (%s1) :"
"[english]Replay_SavedMovies"	"SAVED MOVIES (%s1) :"
"Replay_ConversionWarning"	"Son temporales y, a no ser que las guardes, pueden perderse con la próxima actualización."
"[english]Replay_ConversionWarning"	"These are temporary, and unless saved, may be lost with the next game update."
"Replay_RenderAll"	"GUARDARLAS"
"[english]Replay_RenderAll"	"SAVE ALL..."
"Replay_StartRecord"	"El servidor está listo para grabar."
"[english]Replay_StartRecord"	"The server is ready to capture replays."
"Replay_EndRecord"	"El servidor ya no está grabando. Todas las grabaciones guardadas están listas para descargar."
"[english]Replay_EndRecord"	"The server is no longer capturing replays.  Any replays saved are now ready for download."
"Replay_ReplaysAvailable"	"Las grabaciones de la ronda anterior están listas para descargar."
"[english]Replay_ReplaysAvailable"	"Replays from the previous round are now ready for download."
"Replay_ReplaySavedAlive"	"Tu grabación empezará a descargarse\nen cuanto mueras."
"[english]Replay_ReplaySavedAlive"	"Your Replay will begin downloading after this life."
"Replay_ReplaySavedDead"	"Tu grabación se ha guardado y empezará a descargarse en un momento."
"[english]Replay_ReplaySavedDead"	"Your Replay has been saved and will begin downloading momentarily."
"Replay_AlreadySaved"	"¡Grabación creada! Pincha en GRABACIONES en el menú principal para verla."
"[english]Replay_AlreadySaved"	"Replay already created!  Click REPLAYS in the main menu to watch it."
"Replay_NoListenServer"	"Las grabaciones no están activadas en servidores locales."
"[english]Replay_NoListenServer"	"Replay is not supported on listen servers."
"Replay_NotEnabled"	"En este momento, la grabación está desactivada en este servidor."
"[english]Replay_NotEnabled"	"Replay is currently disabled on this server."
"Replay_NotRecording"	"El servidor no está grabando en este momento."
"[english]Replay_NotRecording"	"The server is not capturing replays right now."
"Replay_ConnectRecording"	"Este servidor puede crear grabaciones.\nPulsa [ %s1 ] en cualquier momento para crear una grabación de tu vida actual.\n\nAviso: Si se hace en modo espectador, se grabará tu vida anterior."
"[english]Replay_ConnectRecording"	"This server is replay capable.\nPress [ %s1 ] at any time to create a replay for your current life.\n\nNote: If done while spectating, your previous life will be used."
"Replay_ReplaySaveContext"	"Pulsa [ %s1 ] en cualquier momento para crear una grabación de tu vida actual.\n\nNota: Si se hace en modo espectador, se grabará tu vida anterior."
