"lang"
{
"Language"	"russian"
"Tokens"
{
"#commentary\tf2-Comment000.mp3"	"[Гейб Ньюэлл] Добро пожаловать в игру Team Fortress 2. Мы надеемся, что девять лет ожидания того стоили. Чтобы прослушать комментарий, наведите курсор на значок и нажмите кнопку «Основная атака». Чтобы остановить комментарий, вновь наведите курсор на значок и ещё раз нажмите «Основная атака». Иногда компьютер будет брать управление на себя, чтобы показать вам кое-что интересное. В этом случае просто нажмите кнопку «Основная атака», чтобы остановить рассказ. Используя кнопку «Специальные умения» вы можете переключаться между комментариями. После того как вы познакомитесь с игрой, напишите мне о своих впечатлениях. Со мной можно связаться по адресу gaben@valvesoftware.com. Мой любимый класс — шпион. Спасибо — и хорошей игры!"
"[english]#commentary\tf2-Comment000.mp3"	"[Gabe Newell] Welcome to Team Fortress 2. After nine years in development, hopefully it will have been worth the wait. To listen to a commentary node, put your crosshair over the floating commentary symbol and press your use key. To stop a commentary node, put your crosshair over the rotating node and press the use key again. Some commentary nodes may take control of the game in order to show something to you. In these cases, simply press your use key again to stop the commentary.  Please let me know what you think after you have had a chance to play. I can be reached at gaben@valvesoftware.com, and my favorite class is the spy. Thanks, and have fun!"
"#commentary\tf2-Comment001.mp3"	"[Джереми Стоун] В многопользовательской игре человек получает наиболее яркие впечатления от общения с другими игроками. Мы продумали ряд моментов игры, которые помогают развивать взаимоотношения между ее участниками. Например, 'снимок' убийцы помогает игроку запомнить конкретного противника. Возможность отмщения служит дополнительным напоминанием о том, что есть враги, на которых у игрока особый зуб. Так создается отрицательный цикл, который дает игрокам возможность заработать дополнительные очки."
"[english]#commentary\tf2-Comment001.mp3"	"[Jeremy Stone] In multiplayer games, the content players consume is largely generated by other players.  To enhance this, we added features designed to promote relationships between players.  
For example, the freeze-cam shot of a player's killer helps the player remember specific, troublesome opponents.  The nemesis feature adds an additional reminder that certain enemies are more significant than others.  It creates a small negative reinforcement loop by giving players an opportunity to score extra points with a revenge kill.
"
"#commentary\tf2-Comment002.mp3"	"[Лора Дюбук] Карта должна быть ограничена виртуальными стенами, но нам не всегда удается очертить их визуально, если, конечно, мы не создаем уровень в ущелье или в помещении. В играх, построенных на реализме, таких, как HL2, нам приходится находить повествовательное и визуальное объяснение этих «стен». В стилизованном мире Team Fortress явная искусственность окружения стала основой дизайна, поэтому мы можем предлагать минимальные объяснения или обходиться вовсе без них. Так, тестирование показало, что эти низкие заборчики, за которыми пустота, успешно говорят игроку о том, что за ними нет ничего интересного, а значит, незачем туда идти."
"[english]#commentary\tf2-Comment002.mp3"	"[Laura Dubuk] Maps require impassable boundaries, but unless we restrict the environments to either interior spaces or steep canyons, these boundaries can't always block the player's view of the outlying, unreachable area. In our more realistic titles, like HL2, these boundaries often require fictional and visual explanations. In the heavily stylized Team Fortress world, however, conspicuous artificiality is a core design principle and so we can simplify or altogether ignore these explanations without compromising the player experience. Playtesting showed, for instance, that these low fences leading to an empty expanse successfully conveyed the message that the area beyond the fence is uninteresting and out-of-bounds."
"#commentary\tf2-Comment003.mp3"	"[Ариэль Диас] Каждый класс Team Fortress вносит что-то свое, уникальное, в общую стратегию атаки и обороны. Точки захвата, или контрольные точки, служат именно для того, чтобы сосредоточить силы и внимание игроков на защите и нападении. Они также направляют игрока в нужные нам места карты."
"[english]#commentary\tf2-Comment003.mp3"	"[Ariel Diaz] Each of the Team Fortress classes was designed to make a unique contribution to attack and defense, and control points are, fundamentally, methods of focusing players' attention on these core offensive and defensive activities. They're also useful for drawing players to different points of the map."
"#commentary\tf2-Comment004.mp3"	"[Джеф Лейн] По первоначальной задумке, нападающие теряли достигнутое преимущество в том случае, если атака была отбита. Тестирование показало, что игрок, оказавшийся вблизи вражеской базы в одиночку, даже не пытался что-либо предпринять, если поблизости были противники. Более того, защитники зачастую занимали плотную оборону в последней точке и не давали более сильной команде нападавших удерживать ее достаточное для победы время. Мы изменили механику захвата. Теперь достигнутое преимущество сохраняется некоторое время после того, как атака была отбита. Это решило сразу обе проблемы."
"[english]#commentary\tf2-Comment004.mp3"	"[Jeff Lane] In our original design, once attackers were cleared off a point, they lost any progress they'd made toward capturing the point. Playtests revealed that lone players near an enemy control point had no incentive to try to capture it if any enemies were in the area. Furthermore, once a team was reduced to defending a single control point, the stronger attacking team was often unable to successfully assault the final point for the full capture period, which caused too many games to end in a stalemate. We changed the capture mechanic so that capture progress persists for a while even after the attackers are cleared off the point, and this improvement fixed both of the problems with the original design.
"
"#commentary\tf2-Comment005.mp3"	"[Джим Хьюз] Мы предлагаем игрокам интересные навигационные решения уровней. Преимущество того или иного пути зависит от класса игрока и сложившейся на карте ситуации. Путь по воде более долог, ведь человек плавает медленнее, чем ходит. Шпионы готовы платить эту цену, чтобы незаметно проникнуть на вражескую территорию. Поджигатели обходят воду стороной, потому что их главное оружие под водой бессильно. Если враг занял мощную оборону, любым классам выгодно пройти долгой дорогой, дающей доступ в тыл противника."
"[english]#commentary\tf2-Comment005.mp3"	"[Jim Hughes] To give players interesting navigation decisions, routes through a map should vary in effectiveness based on the player's current class and the state of the map. Water lets us increase the cost of taking a particular route, because swimming is slower than running. Spies often accept that cost in order to infiltrate undetected. Pyros avoid it because their primary weapon is useless underwater. If the enemy has a strong defense, the increased cost of the water route becomes a worthwhile tradeoff for any class trying to hit the defenders from behind."
"#commentary\tf2-Comment006.mp3"	"[Иика Керанен] Мы смоделировали трехмерные скайбоксы в пропорции 1:16, чтобы уменьшить объем занимаемой ими памяти. Чтобы создать поезда, движущиеся между игроком и скайбоксом, нам пришлось пойти на хитрость. Каждый поезд существует в двух экземплярах. Один, полномасштабный, движется по уровню, а второй, крохотный, по скайбоксу. Небольшие ремонтные ангары по обеим сторонам центрального здания скрывают точку, в которой мы подменяем один поезд другим."
"[english]#commentary\tf2-Comment006.mp3"	"[Iikka Keranen] We build our 3d skyboxes at 1/16th scale to reduce the memory used by the large spaces in them. This means we have to get a little tricky when dealing with trains moving between the skybox and the player space. There are actually two versions of each moving train; A player-scaled one for the actual gameplay space, and a tiny one out in the skybox. The small repair sheds on either side of the middle building disguise the point at which we swap between the two trains."
"#commentary\tf2-Comment007.mp3"	"[Андреа Виклунд] В идеале все матчи должны завершаться победой одной команды и, соответственно, поражением другой. Чтобы не допустить патовых ситуаций, мы ввели две ключевые переменные: время воскрешения игроков и время перемещения от точки воскрешения до передовой. Если одна из команд начинает побеждать, ее игроки воскресают быстрее, а точка воскрешения смещается ближе к месту боя. Этот положительный цикл повышает шансы команды совершить финальный рывок и завоевать победу."
"[english]#commentary\tf2-Comment007.mp3"	"[Andrea Wicklund] Ideally, matches should end in a victory for one team and a loss for the other. Stalemates are essentially a loss for both teams. To avoid stalemates, our map design considers two key variables: team respawn times and travel time from the respawn point to the frontline. The team that's winning gets slightly faster respawn times and more forward respawn points, a positive reinforcement loop that increases the chances for them to push forward and win the game."
"#commentary\tf2-Comment008.mp3"	"[Дэйв Риллер] Для снайперов необходимы особые условия — открытые пространства и позиции с хорошей линией прострела. Кроме того, потенциальным жертвам требуются обходные пути, которые могут быть длиннее, но безопаснее. У игрока появляется выбор: пройти короткой, но опасной дорогой, или спокойной, но долгой. Напротив снайперской позиции, на другой стороне арены, обычно располагается позиция вражеского снайпера. Это создает между ними противостояние, позволяя одному из снайперов прижать другого и прикрыть своих товарищей."
"[english]#commentary\tf2-Comment008.mp3"	"[Dave Riller] To accommodate snipers, maps need wide open spaces, long sightlines, and protective cover.  Targets of the Sniper require alternate routes that bypass the Sniper's sightlines, though these usually have an additional cost, such as increased travel time.  This leaves players with a choice:  do they take the more direct, but hazardous route, or the safer yet slower route?  Sniper positions generally also have a corresponding enemy sniper deck, positioned on the other side of the arena, which allows one sniper to counter another, offering cover for teammates in exposed areas."
"#commentary\tf2-Comment009.mp3"	"[Бей Рейт] Патовые ситуации часто возникают при обороне проходов, когда команды занимают сильные позиции по обе стороны двери. Чтобы предотвратить это, мы создаем длинные обходные пути, которые выходят на передний план, если на кратчайшем пути встает непреодолимая преграда. Здесь важно правильно рассчитать число входов на отрезок уровня, потому что удерживать круговую оборону практически невозможно. Для этого мы используем односторонние проходы, позволяющие ограничить точки нападения без ограничения точек вылазки защитников."
"[english]#commentary\tf2-Comment009.mp3"	"[Bay Raitt] Stalemates generally occur around doors, where teams have a strong defensive presence on either side of the opening. To help counter this, we provide alternate routes with high travel costs that become more attractive only when the enemy has strong defenses behind the main route. The number of enemy entry points into an area is crucial to its design, since it's extremely hard to hold an area when enemies approach from multiple fronts. This makes one way exits a useful design tool, since they let us uncouple the number of enemy entry points from the number of friendly offensive routes."
