"lang"
{
"Language"	"russian"
"Tokens"
{
"quest25000desc0"	"Чтобы выполнить этот контракт, выполняйте различные задания за разведчика."
"[english]quest25000desc0"	"Complete various tasks as Scout to complete this contract."
"quest25000desc1"	"************

КОНТРАКТ МАНН КО. ФАКС 1.54.45

1 НОВОЕ СООБЩЕНИЕ
КОД СООБЩЕНИЯ: <915PAULING>

ОБРАБОТКА...

************

РАЗВЕДЧИК? ЭТО ПОЛИНГ. СВОРАЧИВАЙ ТО, ЧЕМ ХВАСТАЛСЯ, И ПРИНИМАЙСЯ ЗА РАБОТУ. И ВОТ ЕЩЕ ЧТО: ЭТО ЗАДАНИЕ НУЖНО ВЫПОЛНИТЬ ТИХО. ПОНЯЛ? ТИ-ХО.

<КОНЕЦ СООБЩЕНИЯ>

************"
"[english]quest25000desc1"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

SCOUT? PAULING HERE. WRAP UP WHATEVER YOU WERE BRAGGING ABOUT AND LOOK AT THIS. AND SCOUT? I NEED THIS DONE QUIETLY. SCOUT? QUIETLY.

<END TRANSCRIPT>

************"
"quest25000desc2"	"************

КОНТРАКТ МАНН КО. ФАКС 1.54.45

1 НОВОЕ СООБЩЕНИЕ
КОД СООБЩЕНИЯ: <915PAULING>

ОБРАБОТКА...

************

РАЗВЕДЧИК? ЭТО ПОЛИНГ. Я ПОЛУЧИЛА ТВОЕ СООБЩЕНИЕ. СООБЩЕНИЯ. ДА, ВСЕ. В ОБЩЕМ, СПАСИБО [МОЛЧАНИЕ, 00:05] СПАСИБО ЗА НИХ. [МОЛЧАНИЕ, 00:06] ЛАДНО, ДЛЯ ТЕБЯ ЕСТЬ ЗАДАНИЕ. ОНО СЕКРЕТНОЕ, ТАК ЧТО НИКОМУ НИ СЛОВА. ХОТЯ Я ТУТ ПОДУМАЛА, ЧТО ТЕБЕ ЭТО ГОВОРИТЬ БЕСПОЛЕЗНО, ТАК ЧТО ПРОСТО НЕ БОЛТАЙ СЛИШКОМ МНОГО, ЛАДНО? ДО СВЯЗИ.

<КОНЕЦ СООБЩЕНИЯ>

************"
"[english]quest25000desc2"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************
HEY, SCOUT. IT'S PAULING. I, UH, GOT YOUR PHONE MESSAGE. MESSAGES. ALL OF THEM. SO THANKS FOR [00:05 SILENCE] THANKS FOR ALL THOSE. [00:06 SILENCE] ANYWAY, LISTEN, I'VE GOT WORK. THIS IS LOW PROFILE, SO DON'T TELL ANYONE ABOUT IT. I JUST REMEMBERED WHO I WAS TALKING TO AND HOW STUPID THAT SENTENCE WAS, LOOK, JUST DON'T TELL ANYONE TOO MUCH ABOUT IT, OKAY? OKAY, BYE.

<END TRANSCRIPT>

************"
"quest25000name0"	"Контракт Разведчика"
"[english]quest25000name0"	"Scout Contract"
"quest25000objectivedesc0"	"Заработать очки: %s1"
"[english]quest25000objectivedesc0"	"Score points as Scout: %s1"
"quest25000objectivedesc1"	"Совершить убийство в прыжке: %s1"
"[english]quest25000objectivedesc1"	"Kill while mid-jump as Scout: %s1"
"quest25000objectivedesc2"	"Убить подрывника: %s1"
"[english]quest25000objectivedesc2"	"Kill a Demoman as Scout: %s1"
"quest25000objectivedesc3"	"Захватить цель: %s1"
"[english]quest25000objectivedesc3"	"Capture an objective as Scout: %s1"
"quest25000objectivedesc4"	"Совершить убийство: %s1"
"[english]quest25000objectivedesc4"	"Kill as Scout: %s1"
"quest25000objectivedesc5"	"Убить медика: %s1"
"[english]quest25000objectivedesc5"	"Kill a Medic as Scout: %s1"
"quest25001desc0"	"Чтобы выполнить этот контракт, выполняйте различные задания за солдата."
"[english]quest25001desc0"	"You will be required to complete various tasks as Soldier to complete this contract."
"quest25001desc1"	"************

КОНТРАКТ МАНН КО. ФАКС 1.54.45

1 НОВОЕ СООБЩЕНИЕ
КОД СООБЩЕНИЯ: <915PAULING>

ОБРАБОТКА...

************

СОЛДАТ? СЫНОК, ГОВОРИТ ПОЛИНГ. ТЫ НУЖЕН СВОЕЙ СТРАНЕ. ПОКАЖИ ЭТИМ ДУРНЯМ, ГДЕ РАКИ ЗИМУЮТ.

<КОНЕЦ СООБЩЕНИЯ>

************"
"[english]quest25001desc1"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

SOLDIER? IT'S PAULING, SON. YOUR COUNTRY NEEDS YOU. SHOW THESE MAGGOTS HOW IT'S DONE.

<END TRANSCRIPT>

************"
"quest25001desc2"	"************

КОНТРАКТ МАНН КО. ФАКС 1.54.45

1 НОВОЕ СООБЩЕНИЕ
КОД СООБЩЕНИЯ: <915PAULING>

ОБРАБОТКА...

************

СМИРНО, СОЛДАТ! АЛЬФА, РОМЕО, ЗЕРО И ДРУГИЕ ВОЕННЫЕ СЛОВА. ДЛЯ ТЕБЯ ЕСТЬ РАБОТА, СЫНОК. ВПЕРЕД, К ПОДВИГАМ.

<КОНЕЦ СООБЩЕНИЯ>

************"
"[english]quest25001desc2"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

TEN HUT, SOLDIER. ALPHA. ROMEO. ZERO DARK ARMY WORDS. I'VE GOT A JOB FOR YOU, SOLDIER. MAKE ME PROUD, SON.

<END TRANSCRIPT>

************"
"quest25001desc3"	"************

КОНТРАКТ МАНН КО. ФАКС 1.54.45

1 НОВОЕ СООБЩЕНИЕ
КОД СООБЩЕНИЯ: <915PAULING>

ОБРАБОТКА...

************

ЕСЛИ БЫ ЭТА МИССИЯ НЕ БЫЛА ТАКОЙ ЗАСЕКРЕЧЕННОЙ, ТЕБЯ БЫ НАЗВАЛИ ГЕРОЕМ, СЫНОК. В ТВОЮ ЧЕСТЬ ПРОШЕЛ БЫ ПАРАД. А ТЕБЕ ДАЛИ БЫ МЕДАЛИ. НА КОТОРЫХ ИЗОБРАЖЕН ПАРАД.

<КОНЕЦ СООБЩЕНИЯ>

************"
"[english]quest25001desc3"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

IF THIS MISSION WEREN'T MAXIMUM DENIABILITY, YOU'D BE A HERO FOR THIS, SON. THERE WOULD BE A PARADE. AND MEDALS. WITH PICTURES OF THE PARADE ON THEM.

<END TRANSCRIPT>

************"
"quest25001desc4"	"************

КОНТРАКТ МАНН КО. ФАКС 1.54.45

1 НОВОЕ СООБЩЕНИЕ
КОД СООБЩЕНИЯ: <915PAULING>

ОБРАБОТКА...

************

СОЛДАТ, НУЖНА ТВОЯ ПОМОЩЬ. ПРИХВАТИ С СОБОЙ ПЕРЦА ПИТА, СОЛЕНОГО ПИТА, ПИТА ИЗ ОБЩЕПИТА... КОРОЧЕ, ВСЮ СВОЮ КАРТОННУЮ БРИГАДУ. 

<КОНЕЦ СООБЩЕНИЯ>

************"
"[english]quest25001desc4"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

SOLDIER, I NEED YOU, AND PEPPER POT PETE, AND SALTY PETE, AND PETER PEPPER PANTS -- HELL, ALL YOUR CARDBOARD FRIENDS ON THIS ONE. 

<END TRANSCRIPT>

************"
"quest25001desc5"	"************

КОНТРАКТ МАНН КО. ФАКС 1.54.45

1 НОВОЕ СООБЩЕНИЕ
КОД СООБЩЕНИЯ: <915PAULING>

ОБРАБОТКА...

************

СОЛДАТ, ЗНАЕШЬ КТО НЕ ХОЧЕТ, ЧТОБЫ ТЫ ВЗЯЛСЯ ЗА ЭТУ РАБОТУ? ХИППИ. КОММУНИСТЫ. ТОМ ДЖОНС. ПОКАЖИ ИМ, СОЛДАТ. ПОКАЖИ ИМ ВСЕМ.

<КОНЕЦ СООБЩЕНИЯ>

************"
"[english]quest25001desc5"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

SOLDIER, YOU KNOW WHO DOESN'T WANT YOU TO TAKE THIS JOB? HIPPIES. COMMUNISTS. TOM JONES. SHOW THEM, SOLDIER. SHOW THEM ALL.

<END TRANSCRIPT>

************"
"quest25001name0"	"Контракт Солдата"
"[english]quest25001name0"	"Soldier Contract"
"quest25001objectivedesc0"	"Заработать очки: %s1"
