"lang"
{
"Language"	"schinese"
"Tokens"
{
"#commentary\tf2-Comment000.mp3"	"[Gabe Newell] 欢迎来到《军团要塞2》。 经过九年的开发，希望这款游戏值得大家为其等待。 如果要听留言内容，请将准星移到漂浮的留言符号上，然后按下使用键。 如果要停止收听留言内容，请再次将准星移到正在旋转的留言符号上，然后按下使用键。 某些留言内容出于介绍游戏特点的目的，可能会暂时控制游戏。 如果发生这种情况，只需再按一次使用键，即可停止播放留言。 请您在进行过游戏后，与我分享您的看法。 您可以发送电子邮件到：gaben@valvesoftware.com，而我最喜欢的兵种是间谍。 谢谢，祝您玩得开心！"
"[english]#commentary\tf2-Comment000.mp3"	"[Gabe Newell] Welcome to Team Fortress 2. After nine years in development, hopefully it will have been worth the wait. To listen to a commentary node, put your crosshair over the floating commentary symbol and press your use key. To stop a commentary node, put your crosshair over the rotating node and press the use key again. Some commentary nodes may take control of the game in order to show something to you. In these cases, simply press your use key again to stop the commentary.  Please let me know what you think after you have had a chance to play. I can be reached at gaben@valvesoftware.com, and my favorite class is the spy. Thanks, and have fun!"
"#commentary\tf2-Comment001.mp3"	"[Jeremy Stone] 在多人游戏中，玩家们大部分的活动内容都与其他玩家有关。 为了对这方面进行增强，我们专门设计了一些功能来明确玩家间的关系。 例如，当玩家被击杀时，会出现杀人者的定格画面，能帮助玩家记住特定的、麻烦的对手。 复仇者功能也会对玩家进行而外的提醒，以表明某些敌人比其他的更为重要。 玩家如果复仇杀死了对方，就会获得额外的分数，这样就在游戏中产生出一个小的负反馈循环效果。"
"[english]#commentary\tf2-Comment001.mp3"	"[Jeremy Stone] In multiplayer games, the content players consume is largely generated by other players.  To enhance this, we added features designed to promote relationships between players.  
For example, the freeze-cam shot of a player's killer helps the player remember specific, troublesome opponents.  The nemesis feature adds an additional reminder that certain enemies are more significant than others.  It creates a small negative reinforcement loop by giving players an opportunity to score extra points with a revenge kill.
"
"#commentary\tf2-Comment002.mp3"	"[Laura Dubuk] 地图都需要无法通行的边界，但除非我们将游戏环境限制在室内空间或陡峭的峡谷，否则那些边界是无法阻止玩家看到外围的、无法到达的区域。 在我们的一些较为真实的游戏中，例如半条命2，这些边界通常需要进行虚构和视觉的说明。 但是，在极具风格的《军团要塞2》世界中，明显的人为设计成为了我们的核心设计原则，因此我们可以简化或完全忽略这些解释，但又不影响玩家的体验。 例如，通过游戏测试发现，这些连接着空旷地区的低矮围栏，成功传达了一种信息：那就是栅栏以外的区域没什么意思，并且无法进入。"
"[english]#commentary\tf2-Comment002.mp3"	"[Laura Dubuk] Maps require impassable boundaries, but unless we restrict the environments to either interior spaces or steep canyons, these boundaries can't always block the player's view of the outlying, unreachable area. In our more realistic titles, like HL2, these boundaries often require fictional and visual explanations. In the heavily stylized Team Fortress world, however, conspicuous artificiality is a core design principle and so we can simplify or altogether ignore these explanations without compromising the player experience. Playtesting showed, for instance, that these low fences leading to an empty expanse successfully conveyed the message that the area beyond the fence is uninteresting and out-of-bounds."
"#commentary\tf2-Comment003.mp3"	"[Ariel Diaz] 《军团要塞2》中的每个兵种都经过专门设计，各自都具有独特的攻击和防守技能，而至于控制点，从根本上说，是一种让玩家注重那些重要的攻击与防守活动的方式。 控制点还能将玩家引领到地图上其他不同的地点。"
"[english]#commentary\tf2-Comment003.mp3"	"[Ariel Diaz] Each of the Team Fortress classes was designed to make a unique contribution to attack and defense, and control points are, fundamentally, methods of focusing players' attention on these core offensive and defensive activities. They're also useful for drawing players to different points of the map."
"#commentary\tf2-Comment004.mp3"	"[Jeff Lane] 在我们原来的设计中，一旦进攻方离开控制点，他们就会失去当前占领控制点的所有进度。 游戏测试表明，当玩家独自靠近敌方控制点并发现该区域有敌人时，他们就不会尝试去占领控制点。 此外，一旦某个团队只剩一个控制点来进行防守时，实力稍强的进攻方团队往往也无法成功占领最后一个控制点以完成全面占领状态，这使得许多游戏陷入了僵局。 因此，我们更改了占领方式，即使进攻方离开了控制点，其原有的占领进度也会保留一段时间，这样便同时解决了原来设计存在的两个问题。"
"[english]#commentary\tf2-Comment004.mp3"	"[Jeff Lane] In our original design, once attackers were cleared off a point, they lost any progress they'd made toward capturing the point. Playtests revealed that lone players near an enemy control point had no incentive to try to capture it if any enemies were in the area. Furthermore, once a team was reduced to defending a single control point, the stronger attacking team was often unable to successfully assault the final point for the full capture period, which caused too many games to end in a stalemate. We changed the capture mechanic so that capture progress persists for a while even after the attackers are cleared off the point, and this improvement fixed both of the problems with the original design.
"
"#commentary\tf2-Comment005.mp3"	"[Jim Hughes] 为了让玩家享受有趣的导航决策过程，必须根据玩家目前的兵种和地图状态，让地图的路线有效变化。 由于游泳的速度比跑步慢，水路会让我们为走特定路线付出更大的代价。 Spy 通常愿意付出这样的代价，因为这样才能隐秘潜入敌方。 Pyro 会避免付出这样的代价，因为他们在水下将无法使用主要武器。 如果敌方的防守稳固，任何兵种要从后方绕道攻击，走水路就很值得考虑。"
"[english]#commentary\tf2-Comment005.mp3"	"[Jim Hughes] To give players interesting navigation decisions, routes through a map should vary in effectiveness based on the player's current class and the state of the map. Water lets us increase the cost of taking a particular route, because swimming is slower than running. Spies often accept that cost in order to infiltrate undetected. Pyros avoid it because their primary weapon is useless underwater. If the enemy has a strong defense, the increased cost of the water route becomes a worthwhile tradeoff for any class trying to hit the defenders from behind."
"#commentary\tf2-Comment006.mp3"	"[Iikka Keranen] 为了减少广阔天空需要的内存，我们以 1/16 的比率构建了 3D 天顶空间。 也就是说，当火车在天顶空间和玩家间移动时，我们需要一点小技巧才能处理这样的画面。 其实每次火车移动都有两种版本；一个是实际玩家比例，用于实际的游戏空间，而另一个极小的版本则是用于天顶空间。 中间建筑每一侧的修理棚刚好可以掩饰我们在两辆火车间交换的位置。"
"[english]#commentary\tf2-Comment006.mp3"	"[Iikka Keranen] We build our 3d skyboxes at 1/16th scale to reduce the memory used by the large spaces in them. This means we have to get a little tricky when dealing with trains moving between the skybox and the player space. There are actually two versions of each moving train; A player-scaled one for the actual gameplay space, and a tiny one out in the skybox. The small repair sheds on either side of the middle building disguise the point at which we swap between the two trains."
"#commentary\tf2-Comment007.mp3"	"[Andrea Wicklund] 在理想状况下，每回合结束时，应该分别有一队赢家和输家。 而僵局基本上就是指两队都失败了。 为了避免出现僵局，我们的地图设计中融入了两个关键的变量：队伍重生时间以及从重生点到前线的路程时间。 占上风的队伍，其重生的时间会更快，并且重生点也会向前推进，这样能制造正面的反馈循环效果，增加他们推进的机会，并赢得胜利。"
"[english]#commentary\tf2-Comment007.mp3"	"[Andrea Wicklund] Ideally, matches should end in a victory for one team and a loss for the other. Stalemates are essentially a loss for both teams. To avoid stalemates, our map design considers two key variables: team respawn times and travel time from the respawn point to the frontline. The team that's winning gets slightly faster respawn times and more forward respawn points, a positive reinforcement loop that increases the chances for them to push forward and win the game."
"#commentary\tf2-Comment008.mp3"	"[Dave RIller] 为了配合 Sniper 这个兵种，地图中需要有开阔的空间、较长的视野以及能提掩护的地点。 而 Sniper 的目标需要另一条路线，以便绕过 Sniper 的视线，虽然这通常要付出额外代价，例如行进的时间会变长。 这样能让玩家做出选择：他们要选择直接但危险的行进路线，还是选择安全但缓慢的行进路线？ 在地图的另一边，通常会有与 Sniper 此时位置相对的敌方狙击平台，让 Sniper 可以彼此对抗，掩护位于暴露区域的队友。"
"[english]#commentary\tf2-Comment008.mp3"	"[Dave Riller] To accommodate snipers, maps need wide open spaces, long sightlines, and protective cover.  Targets of the Sniper require alternate routes that bypass the Sniper's sightlines, though these usually have an additional cost, such as increased travel time.  This leaves players with a choice:  do they take the more direct, but hazardous route, or the safer yet slower route?  Sniper positions generally also have a corresponding enemy sniper deck, positioned on the other side of the arena, which allows one sniper to counter another, offering cover for teammates in exposed areas."
"#commentary\tf2-Comment009.mp3"	"[Bay Raitt] 僵局通常出现在门口周围，因为双方队伍在门口两侧通常会安排较强的防御兵力。 为了打破这种情况，我们设计了其他的行进路线，但行进时间必然会拉长，通常只有敌方在主要地段布下重兵时，这种路线才比较有吸引力。 进入敌方据点的入口数量是地图设计的关键，因为当敌人从多路进攻时，很难守住一个区域。 这让单向出口成为了有用的设计工具，因为这能让我们将敌方入口点的数量与友方防守路线的数量分开。"
"[english]#commentary\tf2-Comment009.mp3"	"[Bay Raitt] Stalemates generally occur around doors, where teams have a strong defensive presence on either side of the opening. To help counter this, we provide alternate routes with high travel costs that become more attractive only when the enemy has strong defenses behind the main route. The number of enemy entry points into an area is crucial to its design, since it's extremely hard to hold an area when enemies approach from multiple fronts. This makes one way exits a useful design tool, since they let us uncouple the number of enemy entry points from the number of friendly offensive routes."
