"lang"
{
"Language"	"bulgarian"
"Tokens"
{
"quest25000desc0"	"************

МАНН КО ДОГОВОР ПОВИКВАНЕ ПО ФАКС 1.54.45

ИМАТЕ 1 НОВО ОБАЖДАНЕ 
№ НА СЪОБЩЕНИЕТО: <915PAULING>

ОБРАБОТВАНЕ…

************

РАЗУЗНАВАЧ? ПАУЛИНГ Е. ПРЕДПОЛАГАМ, ЧЕ В МОМЕНТА РАЗГОВАРЯШ, МОЛЯ ТЕ СПРИ. ТОВА НЕ Е СОЦИАЛНО ОБАЖДАНЕ. ИМАМ РАБОТА ЗА ТЕБ.

<КРАЙ НА ПРЕПИСА>

************"
"[english]quest25000desc0"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

SCOUT? IT'S PAULING. I'M ASSUMING YOU'RE TALKING RIGHT NOW, PLEASE STOP. THIS ISN'T A SOCIAL CALL. I'VE GOT WORK.

<END TRANSCRIPT>

************"
"quest25000desc1"	"************

МАНН КО ДОГОВОР ПОВИКВАНЕ ПО ФАКС 1.54.45

ИМАТЕ 1 НОВО ОБАЖДАНЕ 
№ НА СЪОБЩЕНИЕТО: <915PAULING>

ОБРАБОТВАНЕ…

************

РАЗУЗНАВАЧ? ПАУЛИНГ Е. ПРИКЛЮЧВАЙ СЪС САМОХВАЛСТВАТА СИ И ПОГЛЕДНИ ТОВА. И ОЩЕ НЕЩО, РАЗУЗНАВАЧО — НЕОБХОДИМО Е ТОВА ДА СЕ СВЪРШИ ТИХОМЪЛКОМ. РАЗУЗНАВАЧ, РАЗБРА ЛИ? ТИХОМЪЛКОМ.

<КРАЙ НА ПРЕПИСА>

************"
"[english]quest25000desc1"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

SCOUT? PAULING HERE. WRAP UP WHATEVER YOU WERE BRAGGING ABOUT AND LOOK AT THIS. AND SCOUT? I NEED THIS DONE QUIETLY. SCOUT? QUIETLY.

<END TRANSCRIPT>

************"
"quest25000desc2"	"************

МАНН КО ДОГОВОР ПОВИКВАНЕ ПО ФАКС 1.54.45

ИМАТЕ 1 НОВО ОБАЖДАНЕ 
№ НА СЪОБЩЕНИЕТО: <915PAULING>

ОБРАБОТВАНЕ…

************

ХЕЙ, РАЗУЗНАВАЧО. ПАУЛИНГ Е. АЗ, ЪМ, ПОЛУЧИХ ТЕЛЕФОННОТО ТИ СЪОБЩЕНИЕ. СЪОБЩЕНИЯ. ВСИЧКИТЕ. ТАКА ЧЕ БЛАГОДАРЯ ЗА… [00:05 МЪЛЧАНИЕ] БЛАГОДАРЯ ТИ ЗА ТЯХ. [00:06 МЪЛЧАНИЕ] КАКТО И ДА Е, СЛУШАЙ, ИМАМ РАБОТА ЗА ТЕБ. ТОВА Е ПОТАЙНО, ТАКА ЧЕ НЕ ГО СПОДЕЛЯЙ С НИКОГО. ТОКУ-ЩО СИ СПОМНИХ С КОГО ГОВОРЯ И КОЛКО НАИВНО БЕШЕ ТОВА ИЗРЕЧЕНИЕ. ВИЖ, ПРОСТО НЕ ГОВОРИ ПРЕКАЛЕНО МНОГО ЗА ТОВА, СТАВА ЛИ? ДОБРЕ, ЧАО.

<КРАЙ НА ПРЕПИСА>

************"
"[english]quest25000desc2"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************
HEY, SCOUT. IT'S PAULING. I, UH, GOT YOUR PHONE MESSAGE. MESSAGES. ALL OF THEM. SO THANKS FOR [00:05 SILENCE] THANKS FOR ALL THOSE. [00:06 SILENCE] ANYWAY, LISTEN, I'VE GOT WORK. THIS IS LOW PROFILE, SO DON'T TELL ANYONE ABOUT IT. I JUST REMEMBERED WHO I WAS TALKING TO AND HOW STUPID THAT SENTENCE WAS, LOOK, JUST DON'T TELL ANYONE TOO MUCH ABOUT IT, OKAY? OKAY, BYE.

<END TRANSCRIPT>

************"
"quest25000name0"	"Договор за Разузнавача"
"[english]quest25000name0"	"Scout Contract"
"quest25000objectivedesc0"	"Отбележете точки като Разузнавач: %s1"
"[english]quest25000objectivedesc0"	"Score points as Scout: %s1"
"quest25000objectivedesc1"	"Убийте като Разузнавач по време на скок: %s1"
"[english]quest25000objectivedesc1"	"Kill while mid-jump as Scout: %s1"
"quest25000objectivedesc2"	"Като Разузнавач убийте Разрушител: %s1"
"[english]quest25000objectivedesc2"	"Kill a Demoman as Scout: %s1"
"quest25000objectivedesc3"	"Превземете цел като Разузнавач: %s1"
"[english]quest25000objectivedesc3"	"Capture an objective as Scout: %s1"
"quest25000objectivedesc4"	"Убийте като Разузнавач: %s1"
"[english]quest25000objectivedesc4"	"Kill as Scout: %s1"
"quest25000objectivedesc5"	"Като Разузнавач убийте Медик: %s1"
"[english]quest25000objectivedesc5"	"Kill a Medic as Scout: %s1"
"quest25001desc0"	"************

МАНН КО ДОГОВОР ПОВИКВАНЕ ПО ФАКС 1.54.45

ИМАТЕ 1 НОВО ОБАЖДАНЕ 
№ НА СЪОБЩЕНИЕТО: <915PAULING>

ОБРАБОТВАНЕ…

************

ЗДРАВЕЙ, СИНКО. НАЛАГА СЕ ДА ОСТАВИШ ВЪТРЕШНОСТИТЕ НА НАЙ-ДОБРИЯ СИ ПРИЯТЕЛ, КОИТО ДЪРЖИШ И МЕ СЛУШАЙ ВНИМАТЕЛНО. ИМА ДОГОВОР ЗА ТЕБ [00:03 МЪЛЧАНИЕ] ТОЕСТ, РАЗПОЛАГАМ С ТАЙНА ВОЕННА ОПЕРАЦИЯ ЗА ТЕБ. ОПЕРАЦИЯ ЗУЛУ БРАВО [00:02 МЪЛЧАНИЕ] ДЕЛТАТРОТ. ЩЕШЕ ДА ИМА И ПРОКЛЕТ МЕДАЛ ЗА ТЕБ, АКО ВСИЧКО НЕ БЕШЕ ТОЛКОВА ТАЙНА, ВОЕННОМОРСКА, ПОДВОДНИЧАРСКА, ГРАНАТНА ОПЕРАЦИЯ. А ТЯ Е ТАКАВА, ЗАТОВА НЕ СПОДЕЛЯЙ НИЩО ЗА НЕЯ С ОСТАНАЛИТЕ МОМЧЕТА. НАКАРАЙ МЕ ДА СЕ ГОРДЕЯ С ТЕБ, СИНКО. ПАУЛИНГ, КРАЙ.

<КРАЙ НА ПРЕПИСА>

************"
"[english]quest25001desc0"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

HELLO, SON. I NEED YOU TO STOP HOLDING YOUR BEST FRIEND'S GUTS IN AND LISTEN UP. I'VE GOT A CONTRACT FOR [00:03 SILENCE] I MEAN, I'VE GOT A MILITARY ARMY DARK OP FOR YOU. OPERATION ZULO BRAVO [00:02 SILENCE] DELTATROT. THERE'D BE A DAMN MEDAL IN THIS FOR YOU IF IT WASN'T SO NAVY DARK SCUBA GRENADE OPS. WHICH IT IS, BY THE WAY, SO DON'T TELL THE OTHER GUYS.  MAKE ME PROUD, SON.  PAULING OUT.

<END TRANSCRIPT>

************"
"quest25001desc1"	"************

МАНН КО ДОГОВОР ПОВИКВАНЕ ПО ФАКС 1.54.45

ИМАТЕ 1 НОВО ОБАЖДАНЕ 
№ НА СЪОБЩЕНИЕТО: <915PAULING>

ОБРАБОТВАНЕ…

************

ВОЙНИКО? ПАУЛИНГ Е, СИНКО. СТРАНАТА ТИ СЕ НУЖДАЕ ОТ ТЕБ. ПОКАЖИ НА ТЕЗИ ЧЕРВЕИ КАК СЕ ПРАВЯТ НЕЩАТА.

<КРАЙ НА ПРЕПИСА>

************"
"[english]quest25001desc1"	"************

MANNCO CONTRACT CALL-TO-FAX 1.54.45

YOU HAVE 1 NEW CALL 
MESSAGE-ID: <915PAULING>

PROCESSING...

************

SOLDIER? IT'S PAULING, SON. YOUR COUNTRY NEEDS YOU. SHOW THESE MAGGOTS HOW IT'S DONE.

<END TRANSCRIPT>

************"
"quest25001desc2"	"************

МАНН КО ДОГОВОР ПОВИКВАНЕ ПО ФАКС 1.54.45

ИМАТЕ 1 НОВО ОБАЖДАНЕ 
№ НА СЪОБЩЕНИЕТО: <915PAULING>

ОБРАБОТВАНЕ…

************

МИРНО, ВОЙНИКО. АЛФА. РОМЕО. НУЛА И ДРУГИ ПОТАЙНИ ВОЕННИ ДУМИ. ИМАМ РАБОТА ЗА ТЕБ, ВОЙНИКО. НАКАРАЙ МЕ ДА СЕ ГОРДЕЯ С ТЕБ, СИНКО.

<КРАЙ НА ПРЕПИСА>

************"
